id	MU:galactitol_builds acid from	MU:glycerol_builds acid from	MU:lactose_builds acid from	MU:maltose_builds acid from	MU:sucrose_builds acid from	MU:amygdalin_builds acid from	MU:arbutin_builds acid from	MU:cellobiose_builds acid from	MU:D-arabinose_builds acid from	MU:D-arabitol_builds acid from	MU:D-fructose_builds acid from	MU:D-fucose_builds acid from	MU:D-galactose_builds acid from	MU:D-glucose_builds acid from	MU:D-lyxose_builds acid from	MU:D-mannitol_builds acid from	MU:D-mannose_builds acid from	MU:D-ribose_builds acid from	MU:D-sorbitol_builds acid from	MU:D-tagatose_builds acid from	MU:D-xylose_builds acid from	MU:erythritol_builds acid from	MU:esculin_builds acid from	MU:gentiobiose_builds acid from	MU:gluconate_builds acid from	MU:glycogen_builds acid from	MU:inulin_builds acid from	MU:L-arabinose_builds acid from	MU:L-arabitol_builds acid from	MU:L-fucose_builds acid from	MU:L-rhamnose_builds acid from	MU:L-sorbose_builds acid from	MU:L-xylose_builds acid from	MU:melezitose_builds acid from	MU:methyl alpha-D-glucopyranoside_builds acid from	MU:methyl alpha-D-mannoside_builds acid from	MU:methyl beta-D-xylopyranoside_builds acid from	MU:myo-inositol_builds acid from	MU:N-acetylglucosamine_builds acid from	MU:raffinose_builds acid from	MU:ribitol_builds acid from	MU:turanose_builds acid from	MU:xylitol_builds acid from	MU:trehalose_builds acid from	MU:Potassium 2-ketogluconate_builds acid from	MU:Potassium 5-ketogluconate_builds acid from
148427	0	2	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	0	0	2	0	2	2	0	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	2	0	0
148398	0	2	0	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	2	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	0	0	2	2	0	0	2	0	2	0	0
148577	0	2	2	2	2	2	2	2	0	0	2	0	2	2	0	0	2	2	0	0	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	0	2	0	2	2	0	2	0	2	0	0
148945	0	0	0	2	2	0	0	2	0	0	2	0	2	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
148924	0	0	0	2	0	2	2	2	0	0	2	0	0	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0
148893	0	0	0	2	0	2	0	2	0	0	2	0	0	2	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
149027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149019	0	2	0	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	2	2	2	0	2	2	2	2	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
149011	0	0	0	2	2	0	2	2	0	0	2	0	0	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
149160	0	0	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	0	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	2	0	0
149159	0	2	0	2	2	2	2	2	2	2	2	0	2	2	0	2	2	2	2	0	2	0	2	2	0	0	0	2	0	0	0	0	0	0	2	0	0	2	0	0	2	0	2	0	0	0
149157	0	2	0	2	2	2	2	2	0	0	2	0	0	2	0	2	0	2	0	0	0	0	2	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
149156	0	2	0	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	0	0	0	0	2	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0
149248	0	0	0	2	2	0	2	2	0	0	2	0	0	2	0	0	0	2	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
149203	0	0	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	0	0	0	2	2	0	2	2	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0
149358	0	2	0	2	2	0	2	2	0	0	2	0	0	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
149349	0	0	0	2	0	0	0	2	0	0	2	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149287	0	2	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	0	2	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
149281	0	0	2	0	0	0	0	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
149444	0	0	0	2	2	2	2	2	0	0	2	0	2	2	2	2	2	2	2	2	0	0	2	2	0	0	2	0	0	0	0	2	0	2	0	0	0	0	2	0	2	2	0	2	0	0
149428	0	2	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	0	0	0	2	2	0	2	2	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0
149427	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
149421	0	0	0	2	2	0	0	2	0	0	2	0	0	2	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
149420	0	0	0	2	2	0	0	2	0	0	2	0	0	2	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149368	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	0	0	0	2	0	2	2	2	0	0	2	0	0	2	0	0	0	2	0	0	0	2	2	0	0	0	2	0	0
149529	0	0	0	0	0	0	0	2	0	0	2	0	2	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
149503	0	0	2	2	2	0	0	0	0	0	2	0	2	2	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
149485	0	0	0	2	2	0	0	2	0	0	2	0	0	2	0	2	0	2	2	0	2	0	2	0	0	2	2	2	0	0	0	0	0	0	2	0	0	2	2	2	0	0	0	2	0	0
149479	0	0	0	2	2	0	2	2	0	0	2	0	0	2	0	2	2	0	2	0	0	0	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
149478	0	2	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	0	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
149469	0	0	0	2	2	0	2	2	0	0	2	0	0	2	0	2	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
149660	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149600	0	0	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	0	0	0	2	2	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
149599	0	2	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	0	2	2	0	2	2	2	2	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
149590	0	0	0	0	2	0	0	2	0	0	2	0	0	2	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149584	0	0	2	2	2	0	0	0	0	0	2	0	2	2	0	0	2	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
149580	0	0	2	2	2	0	0	0	0	0	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0
149570	0	0	0	2	2	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149846	0	0	2	2	2	0	2	0	0	0	2	0	0	2	0	0	2	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	2	0	0
149872	0	0	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	0	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	0	0	2	2	2	0	0	0	2	0	0
150019	0	2	2	2	2	2	2	2	0	0	0	0	2	2	0	0	0	2	0	0	2	0	2	2	0	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0
149987	0	0	0	2	2	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
149980	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	0	2	2	0	2	2	2	0	0	2	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	2	0	0
149977	0	0	2	2	2	0	0	2	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
150107	0	0	0	2	2	0	2	2	0	0	2	0	0	2	0	0	2	0	0	0	2	0	2	2	2	2	2	0	0	0	0	0	0	2	2	2	0	0	2	2	0	2	0	2	0	0
150075	0	0	0	2	2	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
150187	0	2	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0
150186	0	2	0	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	2	2	2	0	2	2	2	2	0	2	0	0	0	0	0	0	2	0	0	2	2	0	0	2	0	2	0	0
150176	0	2	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	0	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	2	0	0
150175	0	2	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	0	2	0	2	2	0	2	0	2	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	2	0	0
150173	0	0	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	0	2	0	2	2	0	2	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0
150172	0	0	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	0	0	0	0	2	2	0	2	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0
150350	0	0	2	2	2	2	2	2	2	0	0	2	2	2	0	0	0	2	0	0	2	0	2	2	0	0	0	2	0	2	2	0	0	0	2	0	2	0	0	2	0	2	0	2	0	2
150272	0	2	2	2	0	2	2	2	0	0	2	0	2	2	0	0	2	2	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
150455	0	0	0	2	2	2	2	2	0	0	2	0	2	2	0	2	2	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
150421	0	2	0	2	2	0	2	2	0	2	2	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2
150379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
150524	0	2	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	0	0	2	0	2	2	2	2	2	2	0	2	2	0	0	2	2	0	2	0	2	2	0	2	0	2	0	0
150516	0	2	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
150515	0	2	0	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	2	2	2	0	2	2	2	2	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
150505	0	0	0	0	2	0	2	2	0	0	2	0	0	2	0	2	2	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
150482	0	2	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	0	2	2	0	2	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
150481	0	0	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	2	2	0	2	2	0	2	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
150474	0	0	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	0	2	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0
150473	0	2	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0
150623	0	2	0	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	2	0	2	0	2	2	2	2	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
150610	0	0	2	2	2	2	0	2	2	0	2	0	2	2	0	2	2	2	0	0	2	0	2	2	0	2	0	2	0	2	0	0	0	2	2	0	2	0	2	2	0	2	0	2	0	0
150567	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150670	0	0	0	2	0	2	2	2	0	0	2	0	0	2	0	0	0	2	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
150656	0	2	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
150768	0	0	2	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
150756	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150899	0	0	2	2	0	2	2	2	0	0	2	0	2	2	0	2	2	2	0	0	2	0	2	0	2	2	2	2	0	0	0	0	0	0	2	0	2	0	2	2	0	0	0	2	0	0
150874	0	2	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	2	2	0	0	2	2	2	2	2	2	0	0	2	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
151001	0	0	2	2	2	0	0	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
151241	0	0	0	2	2	0	2	0	0	0	2	0	0	2	0	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
151233	0	2	0	2	2	0	2	2	0	0	2	0	0	2	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0
151229	0	2	0	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	2	2	2	0	2	2	2	2	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
151226	0	2	2	2	2	2	2	2	0	0	0	0	2	2	0	0	2	2	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	2	0	0
151218	0	2	2	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	2	0	0	2	2	2	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
151192	0	0	0	2	2	0	2	2	0	0	2	0	0	2	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
151184	0	2	2	2	2	2	2	2	0	0	0	0	2	2	0	0	0	2	0	0	2	0	2	0	0	2	0	2	0	0	0	0	0	0	2	0	2	0	0	2	0	2	0	0	0	0
151176	0	0	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	0	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0
151345	0	0	0	2	2	2	2	2	0	0	2	0	2	2	0	2	2	0	2	0	0	0	2	2	0	0	2	2	0	0	0	0	0	2	2	0	0	0	0	2	0	2	0	2	0	0
151344	0	2	0	0	2	2	2	2	0	0	2	0	0	2	0	2	2	2	0	2	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
151300	0	0	0	2	0	2	2	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
151299	0	0	0	2	0	2	2	2	0	0	2	0	0	2	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
151268	0	2	0	2	0	0	2	2	0	0	2	0	0	2	0	0	0	2	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
151253	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	2	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
151352	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
151533	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	2	0	0
151464	0	0	0	2	2	2	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
151624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
151615	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
151575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151741	0	2	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	0	2	2	0	2	2	2	2	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
151714	0	2	2	2	2	2	2	2	0	0	0	0	2	2	0	0	2	2	0	0	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	0	2	0	0	2	0	2	0	2	0	0
151704	0	2	0	2	2	0	0	0	0	0	2	0	2	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	2	0	2	0	2
151645	0	2	0	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	2	2	2	0	2	2	2	2	0	2	0	0	0	0	0	0	2	0	0	2	2	0	0	2	0	2	0	0
151806	0	0	0	0	2	2	2	2	0	0	2	0	0	2	0	2	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
151805	0	0	0	0	2	0	2	2	0	0	2	0	0	2	0	2	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
151804	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	0	0	2	0	2	2	2	0	0	2	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0
151803	0	0	0	2	2	0	2	2	0	0	2	0	0	2	0	2	2	0	0	0	2	0	2	2	2	2	0	0	0	0	0	0	0	2	0	0	2	2	2	2	0	2	0	2	2	0
151802	0	2	0	0	2	2	2	2	0	0	2	0	0	2	0	2	2	2	0	2	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
151801	0	2	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	0	0	0	2	2	0	2	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
151785	0	0	0	0	2	0	2	2	0	0	2	0	0	2	0	2	2	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
151769	0	2	0	0	2	0	2	0	0	0	2	0	0	2	0	2	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
151766	0	0	2	2	0	2	2	2	0	0	2	0	2	2	0	0	2	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
151934	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
151897	0	0	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	0	2	0	2	2	0	2	2	2	0	0	0	0	0	0	2	0	0	2	2	2	0	2	0	2	0	0
151896	0	2	0	2	2	0	2	2	0	0	2	0	0	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
151869	0	0	0	2	0	0	2	2	0	0	2	0	0	2	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
151849	0	2	0	0	2	0	2	0	0	0	2	0	0	2	0	2	2	0	2	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
151844	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
152016	0	0	0	2	2	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0
152005	0	2	2	2	2	2	2	2	0	0	2	0	2	2	0	0	2	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
152002	0	0	0	2	0	0	0	2	0	0	2	0	0	2	0	2	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
152001	0	2	2	2	2	2	2	2	0	0	2	0	2	2	0	0	2	0	0	0	2	0	2	2	2	2	2	2	0	0	0	0	0	2	2	2	2	0	2	2	0	2	0	2	2	0
151973	0	2	0	2	2	2	2	2	0	0	2	0	0	2	0	0	2	2	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	2	2	0	0	0	2	2	0	2	0	2	0	0
151953	0	2	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	0	0	2	0	2	2	0	2	0	2	0	0	0	0	0	0	2	0	2	0	0	2	0	2	0	2	0	0
152120	0	0	2	0	0	0	0	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
152119	0	0	2	0	0	0	0	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
152108	0	0	0	0	2	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152073	0	0	2	2	0	0	2	2	0	0	2	0	2	2	0	0	2	2	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
152060	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152202	0	0	0	2	2	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
152330	0	0	2	2	2	0	0	2	0	0	2	0	2	2	0	2	2	2	0	0	2	0	2	2	0	2	0	2	0	0	0	0	0	0	0	0	2	0	2	2	0	2	0	2	0	0
152298	0	0	2	2	2	2	0	2	0	0	2	0	2	2	0	0	2	0	0	0	2	0	2	2	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	2	0	0
152292	0	2	0	2	0	2	2	2	0	0	2	0	0	2	0	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
